0;2015-06-01 20:12:25;2015-06-01 20:12:28;0.391246110909492;0.40618681830174097;0.38665080888599807;0.38677965148344307;0.004595302023493952;0.019407166818297905;true
1;2015-06-01 20:12:25;2015-06-01 20:12:28;0.6391246717743186;0.5571876752391915;0.5355731986813452;0.5362109275639562;0.10355147309297341;0.020976747675235385;true
2;2015-06-01 20:12:25;2015-06-01 20:12:28;0.160171028939736;0.2170768907506755;0.19682829596696033;0.1966000938599304;-0.03665726702722433;0.02047679689074508;true
0;2015-06-01 20:12:28;2015-06-01 20:12:31;0.4428836182387528;0.418544319891609;0.39863138204890664;0.3989449755717228;0.04425223618984614;0.01959934431988619;true
1;2015-06-01 20:12:28;2015-06-01 20:12:31;0.3112405508483391;0.29240807565241766;0.272493530526789;0.272914887576778;0.03874702032155014;0.019493188075639656;true
2;2015-06-01 20:12:28;2015-06-01 20:12:31;0.4162125965707304;0.4354177672529431;0.41497423336171235;0.414343009485692;0.0012383632090180452;0.021074757767251096;true
0;2015-06-01 20:12:31;2015-06-01 20:12:34;0.5904997796792983;0.5432318998035228;0.5216123929597889;0.5224888879037328;0.06888738671950945;0.020743011899789998;true
1;2015-06-01 20:12:31;2015-06-01 20:12:34;0.5337372992752805;0.57576206079478;0.5549355937656562;0.5553661387339777;-0.02119829449037569;0.02039592206080232;true
2;2015-06-01 20:12:31;2015-06-01 20:12:34;0.4750366194506128;0.42034337533910815;0.3998715619760254;0.3996633119637556;0.0751650574745874;0.020680063375352553;true
0;2015-06-01 20:12:34;2015-06-01 20:12:37;0.4027595731908633;0.4010551155580089;0.3807564094616295;0.38141332044245235;0.022003163729233832;0.019641795115556526;true
1;2015-06-01 20:12:34;2015-06-01 20:12:37;0.27292007449813127;0.42992340814708285;0.40984393554637755;0.40895404473892744;-0.13692386104824628;0.020969363408155417;true
2;2015-06-01 20:12:34;2015-06-01 20:12:37;0.6747063446570252;0.5623077549741566;0.541727476036198;0.5425846272191818;0.1329788686208272;0.019723127754974867;true
0;2015-06-01 20:12:37;2015-06-01 20:12:40;0.5488698415918734;0.6371577658549867;0.6158441002411649;0.6158812680891254;-0.06697425864929152;0.02127649776586138;true
1;2015-06-01 20:12:37;2015-06-01 20:12:40;0.6520929194262521;0.6613400191210985;0.6422835326226305;0.6407586191019852;0.009809386803621645;0.02058140001911335;true
2;2015-06-01 20:12:37;2015-06-01 20:12:40;0.2295280141824847;0.20213356330292243;0.18095105717360138;0.18133204973961436;0.048576957008883315;0.02080151356330806;true
0;2015-06-01 20:12:40;2015-06-01 20:12:43;0.24407295159602427;0.26938012184040616;0.24925641513704133;0.24915072171856548;-0.005183463541017064;0.020229400121840685;true
1;2015-06-01 20:12:40;2015-06-01 20:12:43;0.62909048347327;0.5322105494934846;0.5119333029508102;0.5116583789440075;0.11715718052245983;0.02055217054947711;true
2;2015-06-01 20:12:40;2015-06-01 20:12:43;0.5118361976675203;0.508265053675558;0.4871076807411918;0.48817638862189217;0.024728516926328492;0.0200886650536658;true
0;2015-06-01 20:12:43;2015-06-01 20:12:46;0.5869268629930957;0.5334197330209136;0.5133137373838479;0.513625593287898;0.07361312560924782;0.01979413973301558;true
1;2015-06-01 20:12:43;2015-06-01 20:12:46;0.07745867922617578;0.07004095297319424;0.04951095655737256;0.04949141202021354;0.027947722668803215;0.0205495409529807;true
2;2015-06-01 20:12:43;2015-06-01 20:12:46;0.21891936512130172;0.15888011420737058;0.13758093534489008;0.13804193409316695;0.08133842977641165;0.02083818011420363;true
0;2015-06-01 20:12:46;2015-06-01 20:12:49;0.2569565437289114;0.29380145857984985;0.2736967075701666;0.2736675171212656;-0.016740163841255207;0.02013394145858427;true
1;2015-06-01 20:12:46;2015-06-01 20:12:49;0.31036269774514125;0.3041165887772195;0.2837908962123609;0.28371259218844314;0.026571801532780326;0.02040399658877634;true
2;2015-06-01 20:12:46;2015-06-01 20:12:49;0.531752443508644;0.5136062257690881;0.49205374493518894;0.4938918395433254;0.03969869857345509;0.019714386225762714;true
0;2015-06-01 20:12:49;2015-06-01 20:12:52;0.5614676827415934;0.5536924654277371;0.5333744274125636;0.533398532962309;0.028093255329029843;0.0202939324654281;true
1;2015-06-01 20:12:49;2015-06-01 20:12:52;0.11043253779838125;0.1053452735120004;0.08533502221689208;0.08531986823848722;0.025097515581489163;0.02002540527351318;true
2;2015-06-01 20:12:49;2015-06-01 20:12:52;0.5239595585456058;0.5183053020266826;0.49568194911229135;0.4976071967246562;0.028277609433314477;0.02069810530202637;true
